2024-03-27 11:16:02,269 INFO    StreamThr :1704 [internal.py:wandb_internal():86] W&B internal server running at pid: 1704, started at: 2024-03-27 11:16:02.268357
2024-03-27 11:16:17,120 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-27 11:16:17,610 INFO    Thread-21 :1704 [dir_watcher.py:_on_file_created():271] file/dir created: D:\MScDataSparqProject\Supporting_files\wandb\run-20240327_111602-dupiuh6h\files\requirements.txt
2024-03-27 11:16:19,362 DEBUG   SenderThread:1704 [sender.py:send():379] send: telemetry
2024-03-27 11:16:19,362 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:16:21,044 INFO    wandb-upload_0:1704 [upload_job.py:push():131] Uploaded file C:\Users\jinya\AppData\Local\Temp\tmp6m8nh0s8wandb\r8aci3zf-wandb-metadata.json
2024-03-27 11:16:24,414 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:16:29,449 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:16:32,123 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: stop_status
2024-03-27 11:16:32,123 DEBUG   SenderThread:1704 [sender.py:send_request():406] send_request: stop_status
2024-03-27 11:16:32,123 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-27 11:16:34,612 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:16:35,746 INFO    Thread-21 :1704 [dir_watcher.py:_on_file_modified():288] file/dir modified: D:\MScDataSparqProject\Supporting_files\wandb\run-20240327_111602-dupiuh6h\files\config.yaml
2024-03-27 11:16:40,118 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:16:45,142 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:16:47,142 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: stop_status
2024-03-27 11:16:47,142 DEBUG   SenderThread:1704 [sender.py:send_request():406] send_request: stop_status
2024-03-27 11:16:47,142 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-27 11:16:50,679 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:16:55,709 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:17:00,747 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:17:02,161 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-27 11:17:02,163 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: stop_status
2024-03-27 11:17:02,163 DEBUG   SenderThread:1704 [sender.py:send_request():406] send_request: stop_status
2024-03-27 11:17:05,988 DEBUG   SystemMonitor:1704 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-03-27 11:17:05,990 DEBUG   SenderThread:1704 [sender.py:send():379] send: stats
2024-03-27 11:17:05,994 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:17:11,031 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:17:16,051 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:17:17,166 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-27 11:17:17,166 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: stop_status
2024-03-27 11:17:17,167 DEBUG   SenderThread:1704 [sender.py:send_request():406] send_request: stop_status
2024-03-27 11:17:21,697 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:17:26,725 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:17:31,756 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:17:32,177 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-27 11:17:32,179 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: stop_status
2024-03-27 11:17:32,179 DEBUG   SenderThread:1704 [sender.py:send_request():406] send_request: stop_status
2024-03-27 11:17:36,002 DEBUG   SenderThread:1704 [sender.py:send():379] send: stats
2024-03-27 11:17:37,011 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:17:42,028 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:17:47,048 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:17:47,181 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: stop_status
2024-03-27 11:17:47,182 DEBUG   SenderThread:1704 [sender.py:send_request():406] send_request: stop_status
2024-03-27 11:17:47,184 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-27 11:17:52,747 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:17:57,778 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:18:02,175 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: stop_status
2024-03-27 11:18:02,177 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-27 11:18:02,177 DEBUG   SenderThread:1704 [sender.py:send_request():406] send_request: stop_status
2024-03-27 11:18:03,669 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:18:06,013 DEBUG   SenderThread:1704 [sender.py:send():379] send: stats
2024-03-27 11:18:09,044 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:18:14,076 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:18:17,181 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-27 11:18:17,191 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: stop_status
2024-03-27 11:18:17,192 DEBUG   SenderThread:1704 [sender.py:send_request():406] send_request: stop_status
2024-03-27 11:18:19,746 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:18:24,779 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:18:29,819 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:18:32,186 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-27 11:18:32,186 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: stop_status
2024-03-27 11:18:32,186 DEBUG   SenderThread:1704 [sender.py:send_request():406] send_request: stop_status
2024-03-27 11:18:35,681 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:18:36,015 DEBUG   SenderThread:1704 [sender.py:send():379] send: stats
2024-03-27 11:18:41,076 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:18:46,107 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:18:47,199 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-27 11:18:47,199 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: stop_status
2024-03-27 11:18:47,199 DEBUG   SenderThread:1704 [sender.py:send_request():406] send_request: stop_status
2024-03-27 11:18:51,725 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:18:56,762 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: status_report
